nom,date,enddate,distance,dplus,dminus,description,region,departement,lat,lng,raceDistances,raceName
Cazinight,2024-10-14,2024-10-14,10000,0,,Jusqu’au bout de la Cazinight,Nouvelle-Aquitaine,Creuse,46.23978049999999,1.4922634,"[5000, 17000]",Trail 10 km
Corrida chaussinoise,2024-10-14,2024-10-14,5000,0,,,Bourgogne-Franche-Comté,Jura,46.9685061,5.4081928,[10000],Course sur route 5 km
Grand Raid de Camargue,2024-10-14,2024-10-14,70000,270,,La ruée vers l'or blanc,Occitanie,Gard,43.567172,4.1925869,"[31000, 21097, 12000, 12000, 42195, 12000]",Grand Raid de Camargue
100 Km de la Somme et Marathon d'Amiens Métropole,2024-10-14,2024-10-14,100000,0,,Multiplie tes efforts dans la Somme,Hauts-de-France,Somme,49.894067,2.295753,"[21097, 42195, 42195, 21097]",100 km de la Somme
Trail Rose,2024-10-14,2024-10-31,15000,0,,Tout beau tout rose,Auvergne-Rhône-Alpes,Drôme,45.060874,4.913385,"[10000, 10000, 5000, 5000]",Marche 15 km
Trail du Montrachet,2024-10-14,2024-10-14,15000,400,,,Bourgogne-Franche-Comté,Côte-d'Or,46.937992,4.729560999999999,[8000],Trail 15 km
Trail de l'Aqueduc de Sainte Foy-lès-Lyon,2024-10-14,2024-10-15,3000,0,,Tu vas courir plus vite que ton ombre,Auvergne-Rhône-Alpes,Rhône,45.735237,4.804827,"[42200, 22000, 11000, 11000, 1600, 800, 42000, 22000]",Course d'orientation famille
La Mégevanne,2024-10-14,2024-10-14,8000,350,,"Ahahah, elle est bonne celle là !",Auvergne-Rhône-Alpes,Haute-Savoie,45.856876,6.61775,[17000],La Megevanne
Boucles de l'Aa,2024-10-14,2024-10-15,10000,0,,,Hauts-de-France,Nord,50.98707,2.125537,"[18700, 5000, 5000]",Marche 10 km
10 km dans le Massif des Costes,2024-10-14,2024-10-14,10000,114,,Pas une course pour les polissons ,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.6310492,5.1543743,[],Trail 10 km
La Fastienne,2024-10-14,2024-10-14,22500,965,,Un faste de courses,Grand Est,Haut-Rhin,47.911586,7.209336,"[10500, 9000]",La Fastienne
Trail des Lumières,2024-10-14,2024-10-14,7000,174,,,Grand Est,Meurthe-et-Moselle,48.67321800000001,6.153496,"[14000, 27000, 20000]",Marche 7 km
Trail Adishatz Cancer,2024-10-14,2024-10-14,16000,1336,,Courir pour la recherche !,Occitanie,Haute-Garonne,42.788963,0.592943,"[10000, 7000]",Trail 16 km
Trail du Salagou,2024-10-14,2024-10-14,12000,0,,Un lac sous les couleurs de l'automne... ,Occitanie,Hérault,43.62759,3.429495,"[25000, 13000, 5000, 42000]",Marche 12 km
Trail de la Dent du Chat,2024-10-14,2024-10-14,27000,1500,,,Auvergne-Rhône-Alpes,Savoie,45.6438475,5.8678097,[12000],Trail de la Dent du Chat
Reims Champagne Run,2024-10-14,2024-10-15,88000,1287,,Une course pétillante,Grand Est,Marne,49.2538592,4.0340419,"[21097, 10000]",Ultra Trail
Randonnée Gourmande,2024-10-14,2024-10-14,10000,280,,,Bourgogne-Franche-Comté,Doubs,47.1010383,5.8862119,[],Marche 10 km
Foulées de Maurepas,2024-10-14,2024-10-14,12000,0,,,Île-de-France,Yvelines,48.7623589,1.945326,[6000],Marche nordique 12 km
La course pour l'enfant,2024-10-14,2024-10-14,5000,0,,,Île-de-France,Seine-et-Marne,48.9562018,2.8884657,[10000],Course sur route 5 km
Les Jas du Ventoux,2024-10-14,2024-10-14,21097,1070,,Tu deviendras un as du semi !,Provence-Alpes-Côte d'Azur,Vaucluse,44.124008,5.1803739,[],Semi-Marathon
SoMAD,2024-10-14,2024-10-14,5000,0,,Ça va être soooo good !,Île-de-France,Seine-et-Marne,48.850572,2.654472,[9000],Course à obstacles 5 km
Urban Trail Somain,2024-10-14,2024-10-14,7000,0,,,Hauts-de-France,Nord,50.359201,3.281138,[10000],Trail 7 km
Montée Sèche du Salève ,2024-10-14,2024-10-14,3200,663,,À vos marques ! Prêts ? Grimpez !,Auvergne-Rhône-Alpes,Haute-Savoie,46.1700312,6.193639,[],"Trail 3,2 km"
Béziers Urban Trail,2024-10-15,2024-10-15,9000,200,,Et c'est le BUUUUUT !,Occitanie,Hérault,43.3362867,3.2188802,"[22000, 15000]",Marche 9 km
Trail des Grisemottes,2024-10-15,2024-10-15,20000,0,,"Allez marmotte, on se lève !",Auvergne-Rhône-Alpes,Rhône,46.113051,4.588337,"[32000, 12000]",Trail 20 km
La Spinassienne,2024-10-15,2024-10-15,800,0,,Tous en Seine ! ,Île-de-France,Seine-Saint-Denis,48.9540759,2.3083472,"[10000, 1500, 21000, 3800, 1000, 400]",Course sur route 800 m
Trail du Haut Pilat,2024-10-15,2024-10-15,14000,370,,Le Pilat tout l'monde est là !,Auvergne-Rhône-Alpes,Loire,45.339484,4.419964999999999,"[7000, 42000, 25000]",Trail 14 km
La Landasienne d'Octobre Rose,2024-10-15,2024-10-15,10000,0,,Landas c'est badass !,Hauts-de-France,Nord,50.473716,3.3003298,[5000],Trail 10 km
Les Foulées Lunévilloises,2024-10-15,2024-10-15,5000,0,,,Grand Est,Meurthe-et-Moselle,48.592237,6.492338999999999,[10000],Course sur route 5 km
La Cabro d'Or,2024-10-15,2024-10-15,6500,0,,Tu vas courir aussi vite qu'un cabri,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.4193928,5.3625284,"[15000, 10000, 5000]",La Cabriessienne
10 km de Serquigny,2024-10-15,2024-10-15,10000,0,,,Normandie,Eure,49.10953199999999,0.71485,[],Course sur route 10 km
Trail du Barétous,2024-10-15,2024-10-15,25000,1400,,Un trail barré !,Nouvelle-Aquitaine,Pyrénées-Atlantiques,42.977529,-0.745489,"[15000, 9000]",Trail 25 km
RUN IN PLEURTUIT,2024-10-15,2024-10-15,10000,0,,Et c'est Pleurtuit ! ,Bretagne,Ille-et-Vilaine,48.57962,-2.059156,[11000],Course sur route 10 km
Trail Pom'haies vergers,2024-10-15,2024-10-15,16000,0,,,Normandie,Calvados,49.150643,0.048774,"[30000, 11000]",Trail 16 km
Trail du Buis,2024-10-15,2024-10-15,21000,1110,,,Auvergne-Rhône-Alpes,Isère,45.335335,5.620711,"[10000, 8700]",Trail 21 km
"Le 17,89 km de Crosne",2024-10-15,2024-10-15,17890,0,,Game of Crosne,Île-de-France,Essonne,48.7164623,2.4580062,"[10000, 10000]",Le 17.89
La Trilogie d'Auriol,2024-10-15,2024-10-15,11000,350,,"Gagner ou non, l'important c'est de participer !",Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.369174,5.631362999999999,"[22000, 5000]",Course nature des Lagets
NordicWalkin'Lyon by Alptis,2024-10-15,2024-10-15,13000,50,,Vi-King in the North,Auvergne-Rhône-Alpes,Rhône,45.7605474,4.861117699999999,"[8000, 20000, 16000]",Parcours Bleu 
Foulée Suresnoise (49ème édition),2024-10-15,2024-10-15,21097,0,,Une course à faire très Suresne-ment,Île-de-France,Hauts-de-Seine,48.863314,2.2111521,"[1500, 5000, 10000, 800]",Semi-Marathon
Trail de Tende,2024-10-15,2024-10-15,13000,850,,Un trail qui tend vers la perfection ,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,44.089097,7.593454,"[30000, 50000, 19000]",Les Granges de Tende
RunMotion Coach Marathon de Chambéry ,2024-10-15,2024-10-15,21097,88,,À tout bout de Cham(bèry),Auvergne-Rhône-Alpes,Savoie,45.5844554,5.901081899999999,[42195],Semi-Marathon
Virade de Piecaous,2024-10-15,2024-10-15,12000,0,,"11 km à Piecaous, ça use, ça use",Provence-Alpes-Côte d'Azur,Vaucluse,43.9570233,4.9319342,"[7000, 11000]",Trail 12 km
Trail des Cerises,2024-10-15,2024-10-15,12000,350,,,Bourgogne-Franche-Comté,Haute-Saône,47.88567949999999,6.404509099999999,[21000],Trail 12 km
Foulées Nazairiennes,2024-10-15,2024-10-15,5000,0,,À toi de ne pas être Naz !,Pays de la Loire,Loire-Atlantique,47.2734979,-2.213848,[10000],Course sur route 5 km
Médiéval trail de Sedan,2024-10-15,2024-10-15,11000,330,,,Grand Est,Ardennes,49.702163,4.94923,[22000],Trail des Douves 11 km
La Roquestorienne,2024-10-15,2024-10-15,10000,0,,,Hauts-de-France,Pas-de-Calais,50.6589184,2.3490962,[5000],Course sur route 10 km
Trail de consolation,2024-10-15,2024-10-15,11000,650,,,Bourgogne-Franche-Comté,Doubs,47.157612,6.605573,[26000],Le Lançot
Trail des Yrondelles,2024-10-15,2024-10-15,35000,1500,,,Auvergne-Rhône-Alpes,Puy-de-Dôme,45.6064188,3.2561888,"[24000, 11000]",L'Yrond'L 35 km
Les Foulées Douces,2024-10-15,2024-10-15,10000,0,,,Bourgogne-Franche-Comté,Côte-d'Or,47.32252070000001,5.0371733,"[5000, 5000]",Course sur route 10 km
Les Foulées vertes de Mayenne,2024-10-15,2024-10-15,22000,300,,,Pays de la Loire,Mayenne,48.3043124,-0.6183099,"[11000, 10000]",Trail de tord-sabot
Trai'elle,2024-10-15,2024-10-15,7000,0,,Allie-toi à elles !,Grand Est,Haut-Rhin,48.13889,7.264023,[14000],Trail 7 km
Les Frimas de Quarré,2024-10-15,2024-10-15,45000,0,,,Bourgogne-Franche-Comté,Yonne,47.36859500000001,3.996958,"[25000, 13000, 13000]",VTT 45 km
Courses de l'indien,2024-10-15,2024-10-15,10000,0,,,Centre-Val de Loire,Loiret,47.8445744,1.9336965,"[5000, 21000]",Course 10 km
La Levalloisienne,2024-10-15,2024-10-15,5000,0,,,Île-de-France,Hauts-de-Seine,48.89321700000001,2.287864,"[10000, 3000, 3000]",Course sur route 5 km
Course et rando LA’titude,2024-10-15,2024-10-15,18000,0,,,Pays de la Loire,Maine-et-Loire,47.4454995,-0.411935,"[10000, 16000, 11000, 3000]",Trail 18 km
Les Foulées Maniennes,2024-10-15,2024-10-15,21000,910,,,Auvergne-Rhône-Alpes,Rhône,45.705609,4.449345,[11000],Trail 21 km
Boucles tourquennoises,2024-10-15,2024-10-15,10000,0,,,Hauts-de-France,Nord,50.724993,3.16207,[5000],Course sur route 10 km
Courir pour une Fleur,2024-10-15,2024-10-15,9700,0,,La fleur aux dents,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.58041799999999,7.125102,[21097],"Course sur route 9,7 km"
Marche Nordique L'Aubagnaise,2024-10-15,2024-10-15,5000,0,,La Provence en marchant ,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.2897421,5.592824299999999,"[12500, 10000]",Marche Nordique Loisir
10 km de Sarreguemines,2024-10-15,2024-10-15,10000,0,,"Sarreguemines de rien, c’est sympa ! ",Grand Est,Moselle,49.107505,7.068873,[],Course sur route 10 km
Trail du château,2024-10-15,2024-10-15,7000,0,,,Centre-Val de Loire,Indre,47.16073799999999,1.568095,[18000],Trail la duchesse de dino 7 km
La Courvalienne,2024-10-15,2024-10-15,6000,0,,,Normandie,Seine-Maritime,49.8617149,1.708531,[15000],Trail 6 km
Trail de l'antenne Mayet,2024-10-15,2024-10-15,20200,0,,,Pays de la Loire,Sarthe,47.75935699999999,0.275119,[9500],"Trail 20,2 km"
La ronde de St Jans,2024-10-15,2024-10-15,9000,170,,,Hauts-de-France,Nord,50.7634075,2.7197546,[21000],Trail 9 km
Trail des calades,2024-10-15,2024-10-15,10000,0,,,Occitanie,Hérault,43.756638,3.83474,[17000],Trail 10 km
Semi-Marathon de la Coulée Verte,2024-10-15,2024-10-15,21097,0,,En vert et pour tous !,Nouvelle-Aquitaine,Deux-Sèvres,46.3380279,-0.4104968,"[8000, 8000]",Semi-marathon
Semin'Ordic,2024-10-15,2024-10-15,10000,0,,,Île-de-France,Essonne,48.6851259,2.349282,[],Marche nordique 10 km
Mareges Trail Shem,2024-10-15,2024-10-15,5000,0,,On va bien se Marèges,Nouvelle-Aquitaine,Corrèze,45.415988,2.3316081,"[20000, 11000, 5000]",Trail 6 km
La ValPe,2024-10-15,2024-10-15,17000,1300,,,Auvergne-Rhône-Alpes,Savoie,45.44113,6.120373,[],La Valpe
La PYREN’2ELLES ,2024-10-15,2024-10-15,10000,100,,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.5012649,-0.331713,[],Trail 10 km
Trail des étangs,2024-10-15,2024-10-15,11000,0,,,Normandie,Seine-Maritime,49.833885,1.180164,[18000],Trail 11 km
10 km de Caluire,2024-10-15,2024-10-15,5000,0,,Tes cuisses vont cuire ! ,Auvergne-Rhône-Alpes,Rhône,45.7911415,4.8599291,"[10000, 10000]",Course sur route 5 km
Courir santé,2024-10-15,2024-10-15,5000,0,,,Centre-Val de Loire,Indre-et-Loire,47.3981742,0.7716765999999999,[10000],Course 5 km
Course des Copines,2024-10-15,2024-10-15,6600,0,,Une virée entre fille ?,Grand Est,Aube,48.293191,4.056495,[],"Trail 6,6 km"
Urban trail castelnau,2024-10-15,2024-10-15,15000,0,,,Occitanie,Hérault,43.6329827,3.8975051,[7000],Trail 15 km
Les 10 km de Ruitz,2024-10-15,2024-10-15,10000,0,,,Hauts-de-France,Pas-de-Calais,50.466356,2.588673,[5000],Course sur route 10 km
Tavel Nature Trail,2024-10-15,2024-10-15,20000,600,,,Occitanie,Gard,44.01293,4.698161,[],Trail 20 km
10 km Paris Centre,2024-10-15,2024-10-15,10000,0,,Voyage au centre de Paris,Île-de-France,Paris,48.85837009999999,2.2944813,[],Course sur route 10 km
La Course du Dodo,2024-10-15,2024-10-15,1400,0,,,Île-de-France,Paris,48.85837009999999,2.2944813,[6500],"Course sur route 1,4 km"
La Vendéole,2024-10-15,2024-10-15,17000,400,,,Occitanie,Aude,43.126288,2.134087,[],Trail 17 km
Marathon Seine Eure,2024-10-15,2024-10-15,42195,37,,Seineure de courir !!,Normandie,Eure,49.147172,1.149121,[],Ekiden
Courir à Meslay-du-Maine,2024-10-15,2024-10-15,21097,0,,Se Meslay parmi les meilleurs !,Pays de la Loire,Mayenne,47.9494946,-0.5424177,[8500],Semi-Marathon
Trail des Hauteurs,2024-10-15,2024-10-15,5000,0,,Bienvenue en Trail-Saint-Denis,Île-de-France,Seine-Saint-Denis,48.886112,2.435048,"[28000, 13000]",Marche 5 km
La Juffynoise,2024-10-15,2024-10-15,18000,550,,,Grand Est,Moselle,49.1055563,6.0962799,[8000],Trail 18 km
Les Foulées du Tram,2024-10-15,2024-10-15,14800,0,,Am stram gram...,Pays de la Loire,Loire-Atlantique,47.21627489999999,-1.5487708,[],"Course sur route 14,8 km"
Souvenir Jean Moulin,2024-10-16,2024-10-16,10000,0,,"Entre ici, Jean Moulin !",Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.640199,5.097022,[],Marche 10 km
Run in Réhab,2024-10-16,2024-10-16,7000,0,,Une course saine pour un esprit sain ! ,Auvergne-Rhône-Alpes,Ain,46.20330480000001,5.2226652,[],Course sur route 7 km
13 Km de La Nive,2024-10-16,2024-10-16,13000,0,,Bayonne t'accueillera à bras ouverts !,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.395936,-1.45459,[],Course sur route 13 km
Course des Lions de l'espoir ,2024-10-19,2024-10-19,5000,0,,,Île-de-France,Hauts-de-Seine,48.77801600000001,2.295092,"[10000, 10000]",Course sur route 5 km
La Vertical Rose,2024-10-19,2024-10-19,100,0,,,Bourgogne-Franche-Comté,Saône-et-Loire,46.3098525,4.8354085,[],Course Verticale (280 Marches)
Foulées de Bourges,2024-10-20,2024-10-20,10000,0,,Allez bourges toi et viens aux Foulées de Bourges !,Centre-Val de Loire,Cher,47.0821639,2.399205,"[21097, 5000, 3500]",Course sur route 10 km
La vert'Olonne,2024-10-20,2024-10-20,5000,0,,,Pays de la Loire,Vendée,46.49295799999999,-1.795493,"[10000, 10000, 20000]",Trail 5 km
Festival des Templiers,2024-10-20,2024-10-22,66300,2860,,Viens faire ton temps et c'est plié ! ,Occitanie,Aveyron,44.100575,3.077801,"[106000, 80600, 48400, 7300, 36000, 35600, 17700, 29700, 11200, 7300, 4200]",L'intégrale des Causses
Chouette trail Coulaines,2024-10-20,2024-10-20,8000,0,,,Pays de la Loire,Sarthe,48.023031,0.200556,"[16000, 3000]",Trail 8 km
Triathlon des Roses - Antibes,2024-10-20,2024-10-20,10700,0,,Run and Roses 🌹,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.58041799999999,7.125102,[],"Triathlon des Roses d'Antibes (solo, relais à 2 ou 3)"
Fête des Marrons,2024-10-21,2024-10-21,30000,600,,,Auvergne-Rhône-Alpes,Isère,45.392643,5.295968999999999,"[8000, 15000, 9000, 20000, 45000, 20000]",VTT 30 km
Le Défi des Vignes,2024-10-21,2024-10-21,21097,0,,Une course divigne !,Provence-Alpes-Côte d'Azur,Var,43.116777,6.248334700000001,"[10000, 5000, 10000, 42195, 5000]",Semi-marathon
La foulée des Vendanges,2024-10-21,2024-10-21,20000,0,,,Bourgogne-Franche-Comté,Côte-d'Or,47.0644992,4.817557799999999,"[10000, 5000]",Course sur route 20 km
La Nocturne du ValJoly,2024-10-21,2024-10-21,10000,0,,,Hauts-de-France,Nord,50.1232431,4.1316438,[8000],Trail 10 km
Courir pour un regard,2024-10-21,2024-10-21,8000,0,,,Occitanie,Aude,43.28884000000001,2.9723035,[24000],Marche Loisir 8 km
Trail du Haut Clunysois,2024-10-21,2024-10-21,19000,0,,Clunysois qui mal y pense !,Bourgogne-Franche-Comté,Saône-et-Loire,46.331223,4.409971,"[45000, 10000, 69000, 29000]",La Gégé
Trail de la Vallée du Scorff,2024-10-21,2024-10-22,11000,300,,"Scoooorfffff, voilà votre scooorff bien fraîche ! ",Bretagne,Morbihan,47.855299,-3.383736,"[23000, 7500, 51000]",Noz Trail
Vimeu trail,2024-10-21,2024-10-21,10000,0,,,Hauts-de-France,Somme,50.0907493,1.5503797,[18000],Marche 10 km
100 km et 50 km de Belvès,2024-10-21,2024-10-21,100000,0,,Belvès c'est balèse !,Nouvelle-Aquitaine,Dordogne,44.7771942,1.0054999,[50000],Trail 100 km
Trail de l'Angoisse,2024-10-21,2024-10-21,11000,0,,"Ne cours pas, fuis !",Normandie,Calvados,48.9875049,-0.4767172999999999,[],Trail de l'Angoisse
Golden trail,2024-10-21,2024-10-21,8000,100,,,Centre-Val de Loire,Indre-et-Loire,47.4452939,0.5792229999999999,"[30000, 13000, 13000, 11700]",Trail nocturne 8 km
La Bourbonnienne,2024-10-21,2024-10-21,10000,0,,,Bourgogne-Franche-Comté,Saône-et-Loire,46.618809,3.768595,[5000],Course sur route 10 km
Le Marathon Vert Rennes School of Business,2024-10-21,2024-10-22,5000,0,,"Ils ont les chapeaux vert, Vive les Rennais ! ",Bretagne,Ille-et-Vilaine,48.1143843,-1.6694938,"[10000, 42195, 42195, 42195]",La course Féminine Yves Rocher 
Le trail du parc balsan,2024-10-21,2024-10-21,18000,0,,,Centre-Val de Loire,Indre,46.79881590000001,1.6979288,[16000],Trail par équipe de quatre 18 km
Challenge du Ruban Rose,2024-10-21,2024-10-22,7000,0,,Bordeaux tout de rose vêtue !,Nouvelle-Aquitaine,Gironde,44.8414707,-0.5699017,[],Course sur route 7 km
Les Automnales,2024-10-21,2024-10-21,11000,0,,Il fera peut-être un peu frisquet,Pays de la Loire,Mayenne,48.2742323,-1.0256497,"[22000, 5000]",Trail 11 km
10 km de l'Île Saint-Denis,2024-10-21,2024-10-21,10000,0,,Une course en v'île,Île-de-France,Seine-Saint-Denis,48.9357429,2.338612,[5000],Course sur route 10 km
Corsica Coast Trail,2024-10-21,2024-10-30,150000,0,,Un trail idyllique !,Corse,Corse-du-Sud,41.38717399999999,9.159269,"[43000, 80000, 78000, 73000, 37000]",Corsica Coast Trail
Les foulées Nonantaises,2024-10-22,2024-10-22,9000,0,,,Normandie,Calvados,49.2428079,-0.639041,"[4000, 10000, 5000]",Marche 9 km
Nordique Bellifontaine,2024-10-22,2024-10-22,8500,0,,,Île-de-France,Seine-et-Marne,48.3357184,2.7433567,"[14500, 20500]",La Virée Nordique
Trail du Fourchat,2024-10-22,2024-10-22,20000,1580,,Va pas falloir fourcher,Provence-Alpes-Côte d'Azur,Hautes-Alpes,44.395508,5.460986,[10000],Trail 20 km
Trail de la Source du Lison,2024-10-22,2024-10-22,24000,1500,,À la source du Trail !,Bourgogne-Franche-Comté,Doubs,46.9656067,6.0118642,[12000],L'Intense
Craon natur'halles trail,2024-10-22,2024-10-22,26000,0,,,Pays de la Loire,Mayenne,47.84867000000001,-0.949622,"[37000, 8500, 16000]",Trail 26 km
Les foulées ludoises,2024-10-22,2024-10-22,15000,0,,,Pays de la Loire,Sarthe,47.646742,0.1592909,"[10000, 5000, 5000]",Course sur route 15 km
Run In Lyon,2024-10-22,2024-10-22,10000,128,,Hakuna Matata 🎵,Auvergne-Rhône-Alpes,Rhône,45.7605474,4.861117699999999,"[42195, 21097, 5000]",Course sur route 10 km
Foulées de la Bellonnie,2024-10-22,2024-10-22,10000,0,,Une bien belle foulée la Bellonnie !,Hauts-de-France,Pas-de-Calais,50.31126440000001,3.0569276,[23000],Trail 10 km
Trail de Bois le Duc,2024-10-22,2024-10-22,14000,336,,,Grand Est,Meurthe-et-Moselle,48.66111799999999,6.17376,"[21000, 8000]",Trail 14 km
Les Marcels à Plescop,2024-10-22,2024-10-22,8000,0,,Le don de soi,Bretagne,Morbihan,47.697648,-2.805894,[],Trail 8 km
Saint-Tropez Classic,2024-10-22,2024-10-22,8000,0,,Mets les voiles sur Saint-Tropez ! ,Provence-Alpes-Côte d'Azur,Var,43.272517,6.636278,[16000],La Tropézienne
Grand Défi SEP,2024-10-22,2024-10-22,10000,0,,"Combattre la sclérose en plaque, un sacré défi !",Île-de-France,Hauts-de-Seine,48.77801600000001,2.295092,"[5000, 5000, 2500]",Course sur route 10 km
Trail Urbain Verdunois,2024-10-22,2024-10-22,10000,0,,,Grand Est,Meuse,49.15766199999999,5.376609999999999,"[15000, 8000]",Marche nordique 10 km
Marathon du Boutenac en Corbières,2024-10-22,2024-10-22,42195,0,,Allez Vin on est bien bien bien ! ,Occitanie,Aude,43.150058,2.790935,[7000],Marathon - Relais de 4
Semi-Marathon Bois-Guillaume,2024-10-22,2024-10-22,10000,0,,Tu n'auras pas la gueule de bois !,Normandie,Seine-Maritime,49.4830128,1.1401498,[21097],Course sur route 10 km
La Rose Pontétienne,2024-10-22,2024-10-22,5000,0,,Tu vas voir la vie en rose,Provence-Alpes-Côte d'Azur,Vaucluse,43.9591489,4.863830999999999,[10000],Marche 5 km
Course des châteaux d'Ottrott,2024-10-22,2024-10-22,21741,630,,Au galop !,Grand Est,Bas-Rhin,48.458818,7.427865,"[10000, 5000]",Trail du Mont Sainte-Odile
Marathon de l'Ardèche,2024-10-22,2024-10-22,42195,329,,Pas si simple l'Hard-èche,Auvergne-Rhône-Alpes,Ardèche,44.79960000000001,4.780713,[],Marathon de l'Ardèche
La Pouilly-Sancerre,2024-10-22,2024-10-22,20000,0,,"Sancerrement, c'est une course inoubliable ! ",Bourgogne-Franche-Comté,Nièvre,47.283935,2.955667,[],Course sur route 20 km
Marathon des Villages de la presqu’île de Lège-Cap-Ferret,2024-10-22,2024-10-23,11000,0,,"Courses, villages et crustacés",Nouvelle-Aquitaine,Gironde,44.795454,-1.147783,"[42195, 42195]",Marche 11 km
Semi-marathon de Porto-Vecchio,2024-10-22,2024-10-22,10000,0,,"Veni, Vidi, Vecchio ! ",Corse,Corse-du-Sud,41.58073419999999,9.2782497,"[21097, 8000]",Course sur route 10 km
Le Trail des Mousquetaires,2024-10-22,2024-10-22,8500,0,,"Un pour tous, tous pour un !",Occitanie,Gers,43.64638,0.5867089999999999,"[13000, 25000, 13000, 25000]",La Balade de Portos
Belfortrail,2024-10-22,2024-10-22,56000,3000,,Fort comme un roc’k !,Bourgogne-Franche-Comté,Territoire de Belfort,47.741786,6.825333,"[25000, 12500]",Belfortrail
